股票代码 股票名称 当前价 涨跌额 涨跌幅 年初至今 成交量 成交额 换手率 市盈率(ＴＴＭ) 股息率 市值
ZIXI Zix 7.58 0.14 1.88 32.29 759831 5735585 1.4 26.547 - 409996689
CLFD 克利尔菲尔德通讯 15.28 0.28 1.87 54.03 9878 146625 0.07 48.087 - 208762328
UTX 联合技术 135.3 2.48 1.87 27.82 2865520 386103030 0.33 22.143 2.21352 116673559784
FBIZ 第一商业金融服务 21.2 0.39 1.87 9.46 8011 168108 0.09 11.369 2.88323 185353911
RCKY 洛奇品牌 25.24 0.46 1.86 -2.53 65532 1627951 0.89 12.803 1.93705 186315622
PDS 精测勘探 2.76 0.05 1.85 58.62 658544 1820216 0.22 -3.673 - 810837867
MYFW "First Western金融" 13.24 0.24 1.85 11.96 1901 22916 0.02 24.713 - 105501881
AKAO Achaogen 0.495 0.009 1.85 -59.76 1100888 531110 1.72 -0.17 - 31620598
SSTI 超捷半导体 46.7 0.85 1.85 49.78 78202 3577278 0.72 -187.003 - 509583302
TEO 阿根廷电信 14.34 0.26 1.85 -7.84 158501 2254518 0.04 50.95 22.10346 6176777213
ARAY 精确射线 4.4 0.08 1.85 29.03 444217 1940947 0.51 -16.354 - 386669980
BLK 贝莱德 454.35 8.24 1.85 16.54 621809 282169462 0.39 16.679 2.95891 71801809213
VLRX "Valeritas Holdings" 0.325 0.0059 1.85 -0.15 657410 210043 0.64 -0.728 - 33440347
LFUS 美国力特保险丝 196.87 3.58 1.85 15.07 98377 19137347 0.4 29.556 0.88985 4863936171
POOL 普尔 168.09 3.03 1.84 13.08 196716 32621115 0.5 28.24 1.09051 6621284121
FCNCA 第一公民银行股份 438.01 7.91 1.84 16.17 25106 10653190 0.22 12.586 0.37201 5038431220
CLAR Clarus 13.27 0.24 1.84 31.42 178195 2338019 0.6 54.069 0.76746 394760684
QES Quintana能源服务 4.42 0.08 1.84 27.75 7708 34162 0.02 -8.243 - 149870770
AUTL "Autolus Therapeutics" 26.12 0.47 1.83 -20.46 138552 3561756 0.35 -23.432 - 1048603516
COF 第一资本信贷 87.83 1.58 1.83 16.78 1635579 143528600 0.35 7.219 1.85507 41222512592
TRGP Targa资源投资 40.11 0.72 1.83 13.73 2233448 89460760 0.96 -78.049 9.24092 9311264955
ALLY "Ally Financial" 29.51 0.53 1.83 31.06 5699399 166895501 1.42 9.408 2.34645 11882676641
MMM 3M公司 217.42 3.89 1.82 14.9 1921308 415967025 0.33 23.408 2.69751 125211446599
XYL 赛莱默 82.37 1.47 1.82 23.86 900392 74016724 0.5 26.985 1.18665 14814559318
SHOP "Shopify Inc." 214.83 3.84 1.82 55.17 1189114 254371700 1.07 -368.193 - 23767978498
ZUMZ Zumiez 26.87 0.48 1.82 40.17 383739 9855156 1.5 15.17 - 685747201
BOH 夏威夷银行 82.05 1.47 1.82 22.81 205893 16842871 0.5 15.455 3.07769 3393990291
UA 安德玛C股 19.69 0.35 1.81 21.77 979091 19209765 0.22 -190.882 - 8838197610
RNR 复兴控股 152.2 2.7 1.81 13.84 294261 44626446 0.7 32.563 0.9097 6423964758
AZZ AZZ 43.97 0.78 1.81 9.36 165810 7292987 0.64 17.421 1.57444 1147053788
DBI DSW鞋类专卖 23.07 0.41 1.81 2.49 1664150 38247159 2.12 -88.412 4.41306 1809435699
IFF 国际香精香料 133.51 2.37 1.81 -0.57 1346817 178835749 1.26 42.567 2.22663 14236807742
LYG 劳埃德银行 3.38 0.06 1.81 32.03 9959606 33613670 0.06 11.892 5.04343 60160762149
AGS PlayAGS 25.29 0.45 1.81 9.96 256462 6434888 0.73 -42.896 - 894214543
FAST 快扣 69.71 1.23 1.8 34.28 3128127 209174883 1.09 26.53 2.51168 19948092444
STKL SunOpta食业 3.4 0.06 1.8 -12.14 296850 989698 0.34 -2.54 - 297427301
GEL Genesis能源 23.21 0.41 1.8 28.96 619325 14373295 0.51 -468.323 9.64912 2845063650
IMI Intermolecular 1.13 0.02 1.8 11.88 36207 40370 0.07 -16.484 - 56226793
LION 富达南方银行 28.81 0.51 1.8 11.16 78338 2208423 0.28 18.139 1.69611 794915494
FDBC "Fidelity D & D" 59.45 1.05 1.8 -6.96 967 54567 0.03 20.423 1.78082 224778964
NMI 纽文市政收益基金 10.97 0.1935 1.8 8.28 13255 145513 0.15 -0.157 3.99538 94265210
CFMS Conformis 2.27 0.04 1.79 534.08 1299282 2873076 1.91 -3.555 - 154170814
MGPI MGP材料 79.14 1.39 1.79 38.72 118434 8921502 0.7 36.692 0.51447 1342040529
PKG 美国包装 103.33 1.82 1.79 23.81 682345 70336123 0.72 13.334 3.11299 9764264447
APOG 爱宝奇 37.05 0.65 1.79 24.76 607637 22286433 2.24 12.569 1.92308 1006863390
TOWR Tower国际 23.94 0.42 1.79 1.03 72329 1731195 0.35 10.091 2.21088 493450131
DFS "Discover Financial" 76.21 1.34 1.79 29.94 1309424 99738826 0.4 9.246 2.13704 24862561780
DNBF DNB金融 39.4 0.69 1.78 38.29 6169 239215 0.14 15.958 0.72333 170500151
PBCT 人民联合金融 17.2 0.3 1.78 20.46 3269275 54992058 0.86 14.349 4.14201 6511459281
HOLI 和利时自动化 19.49 0.34 1.78 11.31 791623 15403661 1.31 9.671 0.93995 1176067510
CFFI C&F金融 52.47 0.92 1.78 -1.39 4232 216812 0.12 10.153 2.871 182955597
LBAI 湖地银行 16.04 0.28 1.78 9.1 112164 1732676 0.22 12.76 2.91878 808988035
ASB "Associated Banc" 22.81 0.4 1.78 16.1 737938 16764475 0.45 11.613 3.03436 3748568826
CBRE 世邦魏理仕 52.17 0.91 1.78 30.29 1670050 86812539 0.5 16.5 - 17542961797
JBL 捷普科技 30.28 0.53 1.78 22.49 1312759 39523235 0.86 26.275 1.07563 4629155802
HMG HMG/Courtland 14.2999 0.2499 1.78 3.6 2441 34499 0.24 3.516 3.55872 14489974
SCE-L "SCE TRUST VI" 21.75 0.38 1.78 19.57 67809 1455385 0.36 0 5.84951 413250000
RBA 里奇兄弟拍卖 34.33 0.6 1.78 5.45 172899 5902080 0.16 30.726 2.1346 3732611642
WNC WABASH国立 14.96 0.26 1.77 15.08 258151 3852646 0.47 11.885 2.17687 825058586
CCMP 卡伯特微电子 123 2.14 1.77 29 339366 38963622 1.17 28.139 1.39004 3561507189
NATH 纳森连锁餐饮 70.83 1.23 1.77 6.97 5917 410664 0.14 15.276 1.43678 295869589
PVH 休森 129.15 2.24 1.77 38.99 955196 122842982 1.27 13.047 0.11819 9738378944
GRNQ "Greenpro Capital" 2.3 0.04 1.77 -48.72 77959 186400 0.14 -14.721 - 125864945
CJ "C&J Energy Services" 15.49 0.27 1.77 14.74 1192689 18430623 1.81 -7.871 - 1023307041
EQT EQT能源 21.33 0.37 1.77 13.09 3125275 66880885 1.23 -2.421 0.57252 5434073460
ENLC "Enlink Midstream" 12.63 0.22 1.77 36.34 2037816 25666293 0.42 -465.621 8.86382 6146199115
XLNX 赛灵思 134.41 2.34 1.77 58.33 2776722 361680879 1.1 40.558 1.09033 34027759127
GLOW Glowpoint 0.1497 0.0026 1.77 17.78 100169 14725 0.2 -1.051 - 7545753
SFST 南方第一银行 35.77 0.62 1.76 11.54 22702 797867 0.3 12.009 - 267668377
ATHM 汽车之家 107.54 1.86 1.76 37.47 403818 43251331 0.34 29.554 - 12626625529
USAS "Americas Silver" 1.73 0.03 1.76 4.85 108691 185970 0.24 -7.354 - 78528141
PWR 广达 40.39 0.7 1.76 34.19 963016 38750801 0.68 19.463 0.40312 5709385521
CVGW 卡拉沃养殖 91.28 1.58 1.76 25.11 112944 10080603 0.64 54.221 1.11483 1606528000
BCS 巴克莱银行 8.67 0.15 1.76 17.68 2538206 22049396 0.06 20.416 3.8808 37142385765
QUAD Quad/Graphics 12.71 0.22 1.76 5.13 186340 2366704 0.36 76.734 9.60769 652235587
ATEN "A10 Networks" 6.94 0.12 1.76 11.22 217930 1505025 0.29 -18.86 - 520852885
PFBX 人民金融 11.55 0.2 1.76 0.43 689 7915 0.01  - 59172798
OFSSL "OFS Capital Corporation" 25.4732 0.440438 1.76 4.87 1806 45573 0.1 0.081 6.32827 48399080
NOVT Novanta 88.89 1.53 1.75 41.1 184965 16274624 0.53 63.172 - 3102314245
LEA 李尔 157.79 2.72 1.75 29.06 404649 63773896 0.65 8.579 1.93461 9864307964
TCBI 德州资本银行 59.22 1.02 1.75 15.91 897459 46594254 1.79 10.223 - 2975699648
EXP 老鹰材料 86.12 1.48 1.75 41.28 433469 37234120 0.94 16.916 0.47259 3952786657
ATLO 艾姆斯国家 26.77 0.46 1.75 6.28 2872 73050 0.03 14.543 3.6488 247430345
WLDN Willdan集团 39 0.67 1.75 11.49 56972 2191421 0.52 42.834 - 429625638
BATRK 亚特兰大勇士队 28.46 0.49 1.75 14.34 91887 2576033 0.02 32.45 - 17230765167
VCTR "Victory Capital" 15.15 0.26 1.75 48.24 26455 401640 0.04 16.052 - 1022564415
PAG 潘世奇汽车 45.99 0.79 1.75 15.06 462244 21180482 0.54 8.291 3.36283 3905070595
ABCB ABC银行 35.95 0.62 1.75 13.51 234799 7267896 0.49 14.109 1.13218 1707587253
KBR KBR工程 20.33 0.35 1.75 33.93 940021 19038245 0.66 10.234 1.6016 2875649184
LOGI 罗技 41.54 0.71 1.74 32.8 178809 7365609 0.11 27.557 1.09185 6885321547
PEIX 太平洋乙醇 1.17 0.02 1.74 35.89 179657 208761 0.37 -0.93 - 57202849
KRA 科腾制药 35.71 0.61 1.74 63.51 147778 5256611 0.46 17.011 - 1139998862
SID 巴西国家钢铁 4.1 0.07 1.74 87.21 6199464 25653382 0.45 4.311 4.037220843672457 5658469643
ATHE Alterity医疗 1.8008 0.0308 1.74 -12.6 14597 26494 0.16 -2.721 - 16116411
MUA 贝莱德MuniAssets市政债基金 14.93 0.2545 1.73 16.01 60633 896520 0.17 0.472 4.43992 537599440
ELSE 伊莱克森 3.53 0.06 1.73 3.07 2316 7869 0.07 -1198.619 - 11986189
EYEN Eyenovia 6.52 0.11 1.72 128.77 31441 201788 0.26 -4.542 - 78364845
OSBC 欧德第二银行 13.6 0.23 1.72 4.69 28240 376016 0.09 11.952 0.29918 406503796
GNTX 真泰克 21.82 0.37 1.72 8.55 1023935 21676263 0.39 12.918 2.14452 5656418522
USCR "U.S. Concrete" 44.98 0.76 1.72 27.49 145500 6362649 0.87 24.959 - 748772569
FBMS 第一银行股份 30.79 0.52 1.72 2 19552 592922 0.11 25.057 0.92501 531827387
NCMI 国际影像传媒 7.67 0.13 1.72 20.98 155326 1130446 0.2 20.323 9.01857 605628055
CNF 泛华金融 6.5406 0.1106 1.72 19.43 1830 11769 0 3.468 - 444902744
NEPT 海王星科技 3.56 0.06 1.71 40.16 436929 1563624 0.55 19.013 - 284754760
AVY 艾利丹尼森 116.31 1.96 1.71 30.1 561514 65045220 0.67 20.896 1.81898 9766884161
ARC 美国图文公司 2.38 0.04 1.71 16.1 114074 270812 0.25 12.41 - 110117969
CHDN 邱吉尔园 93.38 1.57 1.71 14.84 168001 15422584 0.42 10.672 0.5918 3765249217
AM 安特罗中游伙伴 14.27 0.24 1.71 -32.07 2351609 33522186 1.26 6.034 8.62438 2673201198
PCB Pacific城市金融 18.46 0.31 1.71 18.3 45347 834540 0.28 12.161 1.10193 295519697
AMG AMG资管 112.34 1.89 1.71 15.64 402576 45244711 0.78 23.75 1.1589 5785595715
TXT 德事隆 51.64 0.87 1.71 12.29 1402684 72340622 0.6 9.882 0.15757 12075882008
UTMD 犹他医疗产品 86.6 1.45 1.7 4.24 11502 979040 0.31 17.374 1.29184 322378026
UNP 联合太平洋 169.5 2.83 1.7 23.26 3091693 522165306 0.28 31.595 2.11196 188495618717
FLEX 伟创力国际 11.38 0.19 1.7 49.54 3618638 40005371 0.69 42.95 - 5933731480
OC 欧文斯科宁 52.3 0.87 1.69 20.07 1124545 58700124 1.03 10.516 1.71106 5730981805
DSS Document安全系统 1.1999 0.0199 1.69 63.88 24706 29548 0.14 14.273 - 20909287
AVNW 阿维亚网络 14.4 0.24 1.69 8.3 15566 218599 0.29 -76.783 - 77473843
RLGT Radiant物流 6.62 0.11 1.69 55.76 426738 2808790 0.86 30.253 - 327763800
TRCH 炬光能源 1.81 0.03 1.69 220.75 1114268 2063441 1.55 -22.349 - 129769516
APT 阿尔法科技 3.62 0.06 1.69 -1.62 114260 413393 0.85 13.497 - 48927978
AWX Avalon控股 2.4 0.04 1.69 -10.19 51820 123591 1.34 -8.13 - 9301034
TORM TOR矿物国际 3 0.05 1.69 17.65 200 600 -  - 10448024
BBT BBT银行 49.26 0.82 1.69 14.63 5335825 262671993 0.7 12.284 3.34434 37626220185
SIMO 慧荣科技 40.93 0.68 1.69 19.51 159068 6444785 0.44 19.716 2.95652 1477810189
VSAT 卫讯公司 87 1.45 1.69 47.58 392633 31438573 0.65 -58.411 - 5261869881
DCIX "Performance Shipping" 1.2 0.02 1.69 84.62 321384 379096 1.26 -0.58 - 30671957
BOTJ 詹姆斯金融银行 14.2148 0.2348 1.68 9.79 12586 178016 0.29 11.739 1.71674 62238592
LOOP "Loop Industries" 7.26 0.12 1.68 -6.56 95581 680346 0.28 -18.025 - 245429426
RRGB 红罗宾汉堡连琐店 30.21 0.5 1.68 13.06 253722 7575549 1.96 -61.02 - 391685761
MTZ 马斯科技大型工程 51.51 0.85 1.68 27 610301 31399376 0.8 15.082 - 3916190948
SAFM 桑德森农场 139.5 2.3 1.68 40.88 511220 69845059 2.31 -364.227 0.93294 3090828123
CRUS 凌云半导体 44.72 0.74 1.68 34.78 383752 14122191 0.65 27.597 - 2644848709
SVVC Firsthand科技价值基金 12.446 0.206 1.68 11.08 10976 131116 0.15 4.484 - 89346971
CNTY 世纪赌场 9.07 0.15 1.68 22.73 115628 1041625 0.39 78.672 - 267013354
AIMC Altra控股 32.76 0.54 1.68 30.26 261945 8091458 0.41 59.844 2.11049 2114948909
SNES SenesTech 1.21 0.02 1.68 106.77 104957 126700 0.45 -2.329 - 28508645
CAT 卡特彼勒 141.2 2.33 1.68 11.83 4379127 618472864 0.76 13.221 2.47714 81266634606
SRG-A "Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest" 24.65 0.4044 1.67 12.05 3636 89129 0.13 0 7.2178 69020000
CSX "CSX Corp." 76.66 1.26 1.67 23.79 3719867 270735197 0.46 18.828 1.27321 62300565258
CBB 辛辛那提贝尔 10.33 0.17 1.67 32.78 103793 1060557 0.21 -6.484 - 519989247
GRIF 格里芬工业地产 36.48 0.6 1.67 13.42 5253 183430 0.1 -358.096 1.25418 184777511
MDP 梅瑞狄斯 60.16 0.99 1.67 17.01 272109 16306404 0.6 -20.765 3.8871 2711865348
ARNC Arconic 20.71 0.34 1.67 23.24 3599445 74522909 0.79 14.616 0.39273 9383352513
VIA 维亚康姆 36.04 0.59 1.66 29.59 34109 1227956 0.01 9.665 2.2567 14526657793
ATV 橡果国际 30.97 0.5048 1.66 42.33 13209 408000 0.37 3.849 48.97391121673253 111916723
LSXMK 自由媒体SiriusXM 40.46 0.66 1.66 9.41 735753 26492938 0.12 46.132 - 24496021035
FHN 第一地平线全国 14.69 0.24 1.66 11.63 4492549 65901201 1.42 8.654 3.87543 4663101890
FULT 富尔顿金融 16.55 0.27 1.66 6.91 983212 15774475 0.58 13.492 3.1941 2811580200
NMRK "Newmark Group" 8.55 0.14 1.66 7.61 704054 5922864 0.4 14.987 4.28062 1523249806
TRT Trio-Tech国际 3.33 0.0545 1.66 34.96 1863 6152 0.05 35.047 - 12231273
KAI 凯登纸业 93.22 1.52 1.66 14.75 38466 3579338 0.35 17.161 1.00327 1036746510
ENR 劲量控股 48.45 0.79 1.66 8.01 567569 27417556 0.81 32.584 2.51783 3385427858
PETQ PetIQ 31.29 0.51 1.66 33.32 315934 9167547 1.12 -1127.701 - 881862247
JMF "Nuveen Energy MLP Total Return Fund  of Beneficial Interest" 9.87 0.16 1.65 21.55 165374 1634226 0.41 0.108 10.04016 397237890
FRME 第一招商股份 39.45 0.64 1.65 15.74 182347 6930115 0.37 12.32 2.26746 1960569058
POWL 鲍威尔工业 30.19 0.49 1.65 21.67 31456 939274 0.25 -89.001 3.50168 372468099
CLCT 环球收藏者 17.91 0.29 1.65 59.5 19073 338794 0.21 26.976 3.97276 163365187
HOV 霍夫纳尼安 13.56 0.22 1.65 1882.75 120538 1622321 2.03 4.505 0 80535308
IDCC 交叉指型科技 68.49 1.11 1.65 3.64 168096 10746630 0.52 34.978 2.07777 2233964356
RNN Rexahn制药 5.61 0.0912 1.65 -49.75 164138 919665 0.34 -18.851 0 270867602
BWXT "BWX Technologies" 52.05 0.84 1.64 36.62 351625 18263403 0.37 21.756 1.32787 4937770459
CRAY 克雷科技 27.34 0.44 1.64 26.63 198398 4331219 0.49 -15.596 - 1117937767
APO 阿波罗全球管理 29.15 0.47 1.64 21.04 559900 16296449 0.28 -140.347 6.38075 5899903770
TXN 德州仪器 116.76 1.88 1.64 24.5 4293393 500601037 0.46 19.64 2.68106 109592998449
SF Stifel金融 58.74 0.95 1.64 42.2 334683 19606400 0.47 10.978 1.03824 4222152900
OPK Opko健康 2.48 0.04 1.64 -17.61 4765501 10460619 0.77 -9.976 - 1526689922
LM 美盛资管 32.79 0.53 1.64 28.54 1242059 40661285 1.45 -45.038 4.21575 2804858830
ONCS OncoSec医疗 0.6515 0.0105 1.64 1.8 285568 182512 0.44 -1.1 - 42213141
DNKN 唐恩都乐 75.99 1.22 1.63 19.14 564247 41816499 0.68 27.313 2.00615 6279519823
TROV Trovagene 3.75 0.06 1.63 18.96 143032 522511 3.58 -0.779 0 15000000
WAAS "AquaVenture Holdings" 19.35 0.31 1.63 2.44 30275 581431 0.11 -25.141 - 521119204
HEES HE设备服务 28.08 0.45 1.63 38.85 143544 3950733 0.4 13.103 3.98118 1003979228
RTN 雷神 184.41 2.95 1.63 20.25 1356788 249499745 0.48 17.892 2.07759 52047693990
TMK 托马科 86.84 1.39 1.63 16.76 369017 31983072 0.33 13.657 0.80749 9579609404
TPHS 三一广场控股 4.36 0.07 1.63 0.46 51931 223875 0.16 -17.598 - 138833631
MBCN "Middlefield Banc" 41.09 0.66 1.63 -2.51 2314 92737 0.06 12.008 2.77022 149272903
MCK 麦克森公司 116.05 1.86 1.63 5.37 1326841 154315589 0.69 -70.447 1.36614 22261322816
NVMI 新星测量仪器 28.09 0.45 1.63 23.31 34657 967797 0.12 14.422 - 784202715
IQ 爱奇艺 23.7 0.38 1.63 59.38 6758448 130676751 0.93 -12.289 - 17230845346
LCUT 生活时光品牌家具 9.43 0.15 1.62 -5.58 35605 328276 0.17 -113.798 1.8319 195732777
MDCO 麦迪逊医药 28.25 0.45 1.62 47.6 784683 21503560 1.06 -16.942 - 2086473047
VCYT Veracyte 25.65 0.41 1.62 103.9 552675 13228842 1.34 -45.847 - 1054439207
SCE-K "Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities" 23.28 0.37 1.62 11.35 57113 1316512 0.48 0 5.94978 279360000
FWRD 福沃运输 67.94 1.08 1.62 24.23 183056 11586224 0.64 21.248 1.07688 1955894495
WSBC 韦斯银行 41.91 0.67 1.62 14.23 70532 2882210 0.13 15.989 3.00679 2288228458
BLD Topbuild 71.81 1.14 1.61 59.58 242341 17361794 0.7 18.414 - 2481324966
EGY 瓦可能源 2.52 0.04 1.61 71.43 300743 750955 0.5 1.529 - 150181270
UBSI 联合银行 38.53 0.61 1.61 24.98 403524 14758515 0.4 15.347 3.5865 3934082648
CROX 卡骆驰 26.54 0.42 1.61 2.16 1097958 21499401 1.5 -28.12 - 1946346251
TRN "Trinity Industries" 23.32 0.37 1.61 14.78 1167803 27299731 0.88 19.52 2.94118 3109604817
KKR "KKR & Co." 23.34 0.37 1.61 19.54 1844960 43144390 0.22 17.703 2.17675 19432141508
SCCO 南方铜业 41 0.65 1.61 34.9 727762 29879724 0.09 20.541 3.9653 31694823229
OLED 通用显示器 170.57 2.7 1.61 82.29 480824 80203907 1.02 136.567 0.23828 8035616664
VBTX Veritex 25.91 0.41 1.61 21.76 185181 4697101 0.34 35.919 1.96078 1413095152
HEXO HEXO 6.3 0.1 1.61 19.77 1565953 9821657 0.74 -51.62 - 1325748092
BYD 博伊德赌场 29.87 0.47 1.6 43.74 687360 20481266 0.62 28.813 0.81633 3314911755
URI 联合租赁 126.74 1.99 1.6 23.61 1426485 180871166 1.81 9.112 - 9986344336
OBNK "Origin Bancorp" 34.97 0.55 1.6 2.71 59147 2041627 0.25 17.069 0.37769 830451299
SNE 索尼 46.99 0.74 1.6 -2.67 984514 46229824 0.08 9.732 0.44446 58772595280
